"TF","Target","pred_prob"
"ATF4","TALDO1",0.18274647
"IRF1","TNFAIP3",0.18225959
"ATF4","SDHC",0.18222518
"RELA","NCK1",0.18217914
"SUMO2","MAPK1",0.18209745
"BATF3","SIRPA",0.1811742
"SUMO2","PSMC4",0.18090141
"STAT3","RPS27",0.18053769
"RELA","GRCC10",0.18032615
"BATF3","ACTN1",0.17989495
"BATF3","WDR1",0.17976828
"RELA","MED1",0.17961681
"CTCF","BCL2A1D",0.17924953
"ATF4","IL2RG",0.17903689
"IRF4","TMEM128",0.17886272
"STAT1","EIF1",0.17883573
"SUMO2","BANF1",0.17868046
"ATF4","CALM1",0.17863874
"STAT1","HBP1",0.17824368
"RELA","PSMA5",0.17783271
"RELA","BZW1",0.17779791
"SUMO2","WDR1",0.17757228
"SUMO2","PCNP",0.17755821
"SUMO2","NAA20",0.17704396
"SUMO2","SERPINB6A",0.17681392
"STAT1","SLAMF7",0.1767957
"SUMO2","ACOT7",0.17649442
"RELA","COX17",0.17647478
"ATF4","ARL6IP5",0.17584062
"STAT1","MED1",0.17580485
"ATF4","POLR2I",0.17579412
"SUMO2","PLK2",0.17563747
"IRF1","CCNL1",0.175209
"STAT1","SUMO1",0.17508416
"STAT1","FOSB",0.17496873
"EGR1","UBC",0.17456083
"RELA","ATP6V0E",0.17431107
"STAT1","RPL19",0.17415437
"ATF4","EDF1",0.17355737
"STAT1","POMP",0.17347004
"ATF4","NFKBIA",0.17341773
"SUMO2","NOP10",0.17308563
"CTCF","SSRP1",0.17287536
"STAT1","ARPC4",0.17260031
"ATF4","CCT8",0.17230673
"SUMO2","PCBP2",0.17205037
"RELA","MYL6",0.17199929
"CTCF","ATP5L",0.1714234
"ATF4","P4HB",0.17122547
"RELA","GTF2F1",0.1711759
"RELA","ENO1",0.17101416
"IRF1","CDKN1A",0.1709668
"SUMO2","PSMC6",0.17089051
"RELA","POMP",0.17082782
"STAT1","DNAJC8",0.17073528
"ATF4","MDH2",0.17073327
"STAT3","RPL24",0.17052731
"STAT1","PSMA7",0.17042063
"IRF1","PSMB3",0.17016512
"STAT1","BLVRB",0.17002963
"ATF4","HNRNPAB",0.1700074
"IRF1","POLDIP3",0.1689621
"BATF3","PSMB8",0.16894536
"STAT1","TFEC",0.16882467
"IRF1","PTP4A1",0.16876154
"ATF4","RNASE6",0.16842687
"IRF1","MRPL52",0.16842096
"IRF4","TALDO1",0.16819902
"SUMO2","PRDX5",0.16816689
"ATF4","GABARAP",0.16810636
"IRF4","SIRPA",0.16795863
"BATF3","HNRNPC",0.16777568
"ATF4","YEATS4",0.1677247
"SUMO2","TPT1",0.1676518
"IRF1","SAMHD1",0.16756368
"JUNB","NAAA",0.16739276
"IRF1","LGALS3BP",0.1672631
"RELA","RHOA",0.16682594
"STAT3","NDUFB9",0.1667433
"SUMO2","ARPC5",0.16642833
"IRF4","PSMA5",0.16628225
"SUMO2","CKS2",0.16625072
"IRF4","PSMA3",0.1661431
"BATF3","PILRA",0.16611855
"ATF4","TRAPPC2L",0.16598278
"ATF4","TSG101",0.16590561
"SUMO2","GPX4",0.1658648
"ATF3","EMP3",0.16583449
"SUMO2","PPP1CA",0.16581976
"STAT1","PSMA4",0.16561644
"STAT1","CCT5",0.1654906
"MAFF","POMP",0.16537692
"IRF1","TCF25",0.16522975
"ATF4","PTPN2",0.16497028
"RELA","ATP6AP2",0.1648107
"ATF4","GOLT1B",0.16460948
"ATF4","ILF3",0.16432127
"RELA","HAX1",0.16419336
"IRF4","HDAC1",0.1640797
"RELA","TBRG1",0.16407429
"BATF3","TPT1",0.16397667
"IRF4","MED1",0.16379742
"RELA","MS4A6D",0.16292061
"CTCF","TCOF1",0.16248055
"IRF4","CNOT6",0.16243571
"STAT1","NFKBIA",0.16218582
"STAT1","PCNP",0.16211429
"ATF4","CLEC4N",0.16209702
"SUMO2","TUBA1B",0.16198097
"STAT1","NFIL3",0.16177028
"BATF3","CHMP5",0.16170047
"IRF1","CHMP2A",0.16163945
"RELA","BCAP31",0.1613167
"IRF4","COX7A2L",0.16110235
"RELA","PTP4A2",0.16078407
"STAT1","MYL12B",0.1607515
"BATF3","DENND4A",0.1602405
"ATF4","NDUFV2",0.15973625
"ATF4","SRSF3",0.15963502
"ATF4","TUBB6",0.15958847
"BATF3","MS4A6D",0.1588033
"STAT3","ALAS1",0.15870099
"IRF1","ATP1B3",0.15850301
"RELA","CCT5",0.15842694
"ATF4","UCP2",0.15817186
"IRF1","LY6E",0.15811956
"RELA","EIF3K",0.1581014
"ATF4","NDUFS5",0.15798692
"BATF3","MAPK1",0.15788406
"STAT1","HMGN2",0.15787782
"EGR1","TALDO1",0.15776646
"BATF3","SP1",0.1575511
"IRF4","AKR1B3",0.15746816
"STAT3","RNF181",0.15739915
"IRF1","PABPC1",0.15711956
"STAT1","NR4A1",0.15678623
"BATF3","TYROBP",0.15646455
"RELA","COMMD4",0.15641469
"NFKB1","CIC",0.1563551
"ATF4","ATP5B",0.15634286
"RELA","ATP5O",0.15621576
"RELA","ATP6V0C",0.15619826
"ATF4","RPL19",0.15541668
"ATF4","CHD7",0.15530254
"RELA","GTF2A2",0.15513097
"SUMO2","SEPT7",0.15493098
"SUMO2","GMFG",0.15484565
"STAT1","ZFP91",0.1547457
"STAT1","ATPIF1",0.1547113
"SUMO2","HIF1A",0.15454629
"STAT3","DENR",0.1545434
"SUMO2","ETS2",0.1544825
"IRF4","GABARAP",0.15422094
"RELA","BHLHE40",0.15410732
"ATF4","SLC25A5",0.15375367
"IRF4","ATP6V0C",0.15351671
"STAT1","NDUFA9",0.15317848
"STAT3","TNFAIP2",0.15300879
"SUMO2","ATP6V1F",0.1530078
"ATF4","FAM162A",0.15295339
"SUMO2","SNRPD1",0.15284598
"CTCF","WBP11",0.1527049
"RELA","CD84",0.15263158
"RELA","PSMA4",0.15255293
"SUMO2","H2AFV",0.15253219
"RELA","TUBA1C",0.15242036
"STAT3","NDUFS5",0.15240942
"RELA","IRF4",0.15237388
"RELA","ARPC4",0.15221696
"IRF4","CTSH",0.15193403
"ATF4","SNAPC5",0.15186827
"IRF1","SLC39A1",0.15186587
"IRF1","CCL3",0.15178601
"ATF4","FKBP2",0.15169486
"STAT1","ATP6V0C",0.15154913
"RELA","CD48",0.1514041
"STAT3","CCL4",0.15134442
"BATF3","ARPC5",0.15123528
"CTCF","MRPL54",0.15116502
"STAT1","CLEC4E",0.15105234
"IRF4","SEPT11",0.15093881
"IRF1","LGALS9",0.15092362
"SUMO2","TFDP1",0.15083103
"IRF1","GABARAPL2",0.1507998
"ATF4","SRSF5",0.15072428
"RELA","COPS5",0.15071963
"CTCF","PSAP",0.15055218
"IRF4","GSTO1",0.150421
"BATF3","SSR4",0.15021771
"BATF3","CTSS",0.1501437
"CTCF","PSMB5",0.15005498
"RELA","PSMC5",0.15001673
"IRF1","RAP1B",0.1496918
"IRF1","RGS1",0.14952411
"IRF1","SNX2",0.14946723
"RELA","PREB",0.14923562
"IRF4","SOD2",0.14922938
"STAT1","PRR13",0.14908631
"BATF3","PSAP",0.14901689
"ATF4","MRC1",0.14876196
"IRF4","CCNL1",0.14867324
"STAT1","SKAP2",0.14864278
"STAT1","TPT1",0.14843488
"STAT1","TAF7",0.1484055
"ATF4","SUB1",0.1482896
"IRF4","CACYBP",0.14825374
"STAT3","TUBA1C",0.14812857
"IRF1","NCF4",0.14797589
"ATF4","RNF181",0.1478925
"STAT1","MEA1",0.1477739
"IRF1","VPS25",0.14757052
"STAT1","CHD1",0.14737388
"STAT1","ATF3",0.14721885
"STAT1","GABARAPL2",0.14708295
"SUMO2","POLR2H",0.14687659
"IRF4","COX17",0.14668156
"BATF3","TCERG1",0.14660981
"BATF3","CLEC4N",0.14656226
"IRF4","ZFP36L1",0.14653401
"EGR1","NAAA",0.14645964
"RELA","TRAPPC2L",0.14644451
"IRF4","ARHGDIB",0.14642718
"ATF4","NAAA",0.14640026
"CTCF","PRDX5",0.14623849
"IRF4","CIC",0.1461023
"IRF1","CYBA",0.1460841
"RELA","BACH1",0.14608084
"ATF4","BIRC5",0.14603868
"BATF3","IFITM3",0.1455827
"STAT1","IRF4",0.1452847
"SUMO2","STAT6",0.14526574
"IRF1","SIRPA",0.14501886
"STAT1","GADD45B",0.1449974
"SUMO2","MCM5",0.14498955
"RELA","MRPL55",0.14495702
"BATF3","UBB",0.14484684
"IRF1","SHISA5",0.1448269
"CTCF","PARK7",0.14477374
"STAT1","VAMP8",0.14459376
"STAT1","PDCD10",0.14437363
"IRF4","CLEC4N",0.14432669
"STAT3","GTF2F1",0.14420637
"ATF4","WDR1",0.14398994
"BATF3","ATP6V1F",0.14398494
"ATF4","CCL4",0.14339621
"CTCF","CCT4",0.14321166
"IRF1","NFKBIB",0.14303409
"STAT1","RNF13",0.14297658
"RELA","SOD2",0.14296979
"SUMO2","MRFAP1",0.14290212
"ATF4","TCF12",0.14288414
"IRF1","PPIA",0.14285569
"ATF4","TRA2B",0.14276193
"RELA","IFITM3",0.14273964
"SUMO2","TCF25",0.14267007
"BATF3","TUBA1B",0.14252356
"RELA","MRPL30",0.14243604
"BATF3","TMEM208",0.14231342
"ATF4","CTSH",0.14219712
"STAT1","PSMB2",0.14219046
"ATF4","RPS20",0.14214158
"STAT3","ARF4",0.14210576
"ATF4","HCLS1",0.14209981
"ATF4","KLK1B11",0.14206962
"RELA","RNASE6",0.14205454
"IRF4","PSMA4",0.14172927
"IRF4","IER3",0.14145344
"BATF3","TNFAIP2",0.14142485
"CTCF","TFDP1",0.14131391
"IRF4","TBCB",0.141222
"STAT1","WBP11",0.14112149
"ATF4","KDM5A",0.14107934
"STAT3","POLDIP3",0.14082798
"STAT3","RBM7",0.14076689
"RELA","GSTO1",0.14059114
"STAT1","SSU72",0.14053102
"CTCF","AEBP2",0.14047095
"SUMO2","USF2",0.14037682
"IRF4","ARPC4",0.14036575
"ATF4","SSRP1",0.140188
"CTCF","NFKBIB",0.14012393
"ATF4","PLIN2",0.1400996
"ATF4","RNH1",0.13984975
"SUMO2","PPP2R5C",0.1397932
"BATF3","TFDP1",0.13950661
"ATF4","NDUFB9",0.13919069
"RELA","CD74",0.13898158
"BATF3","IGSF6",0.13878208
"ATF4","ZFP36",0.13873313
"CTCF","RPS12",0.13856667
"STAT1","RAP1B",0.13852191
"STAT3","B2M",0.13849857
"STAT3","CIC",0.13836817
"BATF3","HAX1",0.13835989
"STAT1","RPL24",0.13829617
"STAT1","RBM39",0.13823411
"ATF4","ATP6V1D",0.13814889
"IRF1","PSMC5",0.13810672
"CTCF","HDGF",0.13795617
"IRF4","MS4A6D",0.13794452
"ATF4","IRF5",0.13789302
"RELA","TFDP1",0.13788176
"IRF4","CSF2RB",0.13786884
"STAT1","SF1",0.1378542
"IRF1","DENR",0.13783449
"SUMO2","ATP5G2",0.13752754
"RELA","VIM",0.13750648
"SUMO2","TAF7",0.13747373
"IRF1","JUNB",0.13721949
"IRF1","MTHFS",0.13716225
"SUMO2","UBB",0.13673249
"ATF4","RPL41",0.13668491
"IRF1","NFE2L2",0.13647698
"SUMO2","EGR1",0.13601713
"SUMO2","KLF4",0.1359576
"CTCF","CHCHD2",0.13560033
"CTCF","ACTB",0.13559747
"RELA","TYROBP",0.13549294
"BATF3","GABARAP",0.13548377
"BATF3","COMMD4",0.13541415
"ATF4","H2-D1",0.13539968
"STAT1","HMGB2",0.13538697
"BATF3","RHOA",0.13537596
"STAT3","TANK",0.13534632
"RELA","MRPL42",0.13533194
"STAT1","SERTAD2",0.13514836
"STAT1","EEF1A1",0.13489252
"ATF4","THRAP3",0.13482177
"ATF3","NAAA",0.13477083
"BATF3","PTP4A1",0.1347016
"STAT3","CTSH",0.13467684
"NFKB1","ATP5B",0.13451536
"CTCF","SRSF9",0.1344137
"NFKB1","DENR",0.13435209
"STAT1","PSMA2",0.13431028
"STAT1","MRPL27",0.13425788
"IRF1","YEATS4",0.13423945
"RELA","IRF1",0.1342111
"ATF4","CLK1",0.13419653
"IRF4","GABARAPL2",0.13407134
"STAT1","DNMT1",0.13375698
"BATF3","IFRD1",0.13373426
"STAT1","ANXA1",0.13358003
"ATF4","TOB1",0.13345838
"SUMO2","CENPB",0.13339178
"STAT1","PER1",0.13331796
"IRF4","JMJD1C",0.13330892
"IRF1","CDC42",0.13316254
"SUMO2","MAPK3",0.13308303
"STAT1","PLEK",0.13285959
"SUMO2","SEPT2",0.13275352
"RELA","PABPC1",0.13262379
"STAT1","TGIF1",0.13261773
"IRF4","PSMA7",0.13258305
"IRF1","IRF5",0.13248225
"STAT1","IQGAP1",0.13245875
"STAT3","CCL17",0.13242261
"STAT3","ITM2B",0.13237087
"IRF4","ATPIF1",0.13235262
"RELA","SLAMF9",0.13226877
"STAT3","ING1",0.13223909
"IRF4","DNMT1",0.13183165
"BATF3","CD83",0.13173631
"ATF4","HIST1H1C",0.13156867
"IRF1","TNFAIP2",0.13143604
"SUMO2","NDUFV2",0.13130035
"IRF4","ATP5O",0.13122424
"IRF4","ENO1",0.13111825
"STAT3","PTPN2",0.13110429
"SUMO2","SPAG7",0.13104762
"STAT3","TFEC",0.1308436
"SUMO2","WBP11",0.13080446
"SUMO2","CHD7",0.13075146
"RELA","CKS2",0.13059138
"BATF3","TMEM147",0.1305588
"BATF3","TCOF1",0.1305369
"STAT1","NFX1",0.13038653
"STAT1","ATP5O",0.12996545
"IRF4","JUN",0.12993366
"STAT3","COMMD4",0.12993106
"BATF3","ANXA1",0.12982205
"BATF3","CHMP2A",0.1298075
"STAT1","CCL3",0.12971567
"STAT3","CYBA",0.1296568
"STAT3","PLEK",0.12957102
"BATF3","SIRT2",0.1295112
"RELA","PSMA7",0.12945227
"IRF1","SIRT2",0.1293849
"BATF3","FCGR3",0.12935065
"SUMO2","HNRNPC",0.12923409
"ATF4","GTF2B",0.1292037
"IRF4","FTL1",0.12912437
"SUMO2","SDCBP",0.12909609
"IRF4","ATP6V1D",0.12881361
"ATF4","RPL23",0.12871626
"STAT1","RPS27A",0.12844999
"ATF4","EIF3I",0.12827516
"STAT1","IGSF6",0.12806742
"SUMO2","SSRP1",0.12803936
"ATF4","GPX1",0.127776
"ATF4","EIF3K",0.12773757
"BATF3","RNF181",0.127524
"STAT1","CD14",0.12744854
"STAT3","SLC25A5",0.12738349
"CTCF","RPS10",0.12736411
"BATF3","PARK7",0.12724301
"IRF4","TFDP1",0.12718095
"IRF1","PSMA1",0.12717688
"BATF3","PSMA2",0.12697549
"SUMO2","TOX4",0.1267956
"BATF3","PPP2R5C",0.12632698
"CTCF","JUN",0.12625784
"IRF4","SGK1",0.12623677
"STAT1","CNDP2",0.12593979
"BATF3","PABPC1",0.12574776
"RELA","FCF1",0.12568608
"STAT3","CSF2RB",0.125681
"RELA","RGS1",0.12542102
"BATF3","ARL6IP5",0.12533192
"STAT3","LGALS3",0.12529284
"ATF4","ATP5G2",0.12525727
"ATF4","CNOT2",0.12524496
"BATF3","SDCBP",0.12500441
"IRF4","PILRA",0.12499684
"RELA","PTPRC",0.124954134
"SUMO2","POLD4",0.124766015
"BATF3","RAP1B",0.12402552
"STAT1","CSDE1",0.12402251
"ATF4","BHLHE40",0.12379038
"IRF1","MAP1LC3B",0.12369411
"IRF4","DNAJC8",0.12349667
"STAT3","SNAPC5",0.1233854
"STAT1","SARNP",0.12316334
"RELA","GLIPR1",0.12300781
"BATF3","VAMP8",0.12289157
"STAT1","SIN3B",0.12289004
"RELA","S100A6",0.12262397
"STAT1","TNIP3",0.12253791
"SUMO2","GADD45B",0.12252659
"STAT1","MCM3",0.12249857
"SUMO2","GSTO1",0.12246412
"IRF1","ARL6IP1",0.12244337
"CTCF","TRAPPC4",0.12236134
"CTCF","CETN3",0.122104295
"IRF1","TUBA1C",0.12204347
"SUMO2","HMG20A",0.12196996
"SUMO2","ATP6V1B2",0.12191123
"CTCF","YPEL5",0.12187833
"CTCF","BANF1",0.121751994
"IRF4","CCT5",0.12156791
"STAT3","SRSF2",0.12146545
"IRF1","TLR2",0.1213182
"IRF4","DYNLT1B",0.121312864
"RELA","CLEC4N",0.12109403
"IRF2","NAAA",0.12108128
"CTCF","ATP6V1F",0.12107154
"ATF4","MRPL14",0.120977625
"IRF4","H3F3B",0.12093647
"IRF1","H3F3B",0.12079839
"STAT1","HNRNPF",0.12078203
"IRF1","IMPACT",0.12072144
"STAT1","TLR2",0.12043048
"RELA","POLR2G",0.12003755
"BATF3","TNFAIP3",0.120028175
"ATF4","CDKN1A",0.11989021
"RELA","TBPL1",0.11986367
"STAT1","TFDP1",0.11978209
"RELA","TCF25",0.119668886
"STAT1","SSNA1",0.119533576
"STAT1","BIN1",0.11947241
"CTCF","RPL41",0.11947038
"IRF1","FCER1G",0.11930293
"CTCF","NFE2L2",0.11929035
"IRF1","NFKBIZ",0.11918727
"RELA","NAGA",0.11895514
"STAT1","IFITM2",0.118631124
"BATF3","GTF2F1",0.11855117
"RELA","SH3BGRL3",0.118533954
"CTCF","BIN1",0.118128434
"STAT1","CKS2",0.11812021
"IRF1","HCLS1",0.11798672
"ATF4","RPS29",0.117758594
"STAT1","TCF7L2",0.1175185
"STAT1","RNF149",0.1174436
"RELA","SRSF2",0.117361546
"SUMO2","DUSP1",0.11714009
"BATF3","RHOG",0.1170972
"STAT3","CCL3",0.11652648
"STAT3","ATF6",0.116443545
"ATF4","CLEC4A3",0.11640779
"SUMO2","ATP6V0D1",0.116352014
"STAT3","CIITA",0.116262294
"STAT3","UBTF",0.116187945
"STAT1","RNASEK",0.11617682
"BATF3","IFITM2",0.116136074
"SUMO2","COMMD1",0.11609824
"STAT1","DDX5",0.116071515
"ATF4","POLD4",0.11601122
"IRF1","ATF4",0.11600955
"STAT3","TCF25",0.115908064
"STAT1","SMARCB1",0.11586763
"STAT1","TBCB",0.11582569
"CTCF","CKS2",0.11574764
"IRF4","RNH1",0.11560271
"IRF1","NCF1",0.11558983
"RELA","FTL1",0.11558036
"BATF3","NFKBIB",0.11554415
"STAT3","SLAMF7",0.11550262
"RELA","IMPACT",0.11543976
"BATF3","FKBP2",0.11540139
"RELA","PCBP2",0.115314074
"STAT3","CCL6",0.115140095
"MAFF","CCL17",0.1150685
"STAT1","CD302",0.1150186
"RELA","DNAJC8",0.114987224
"BATF3","UBE2L6",0.11498245
"IRF4","BATF3",0.114849605
"STAT1","RAB7",0.11483779
"STAT1","CANX",0.114802666
"ATF4","RPS27",0.11470429
"IRF1","BACH1",0.11465793
"IRF1","GSTO1",0.11455265
"IRF4","NFKBIB",0.11429675
"SUMO2","NDUFS8",0.11424539
"STAT3","SIRT2",0.11418406
"STAT1","SLC2A6",0.11413137
"SUMO2","IDH3G",0.11395925
"SUMO2","ATP5K",0.1137386
"IRF4","MRPL27",0.113689676
"CTCF","NDUFB5",0.113660365
"STAT1","TES",0.113643125
"IRF4","IGSF6",0.11343327
"BATF3","NFE2L2",0.11327594
"CTCF","PSMB7",0.11320081
"ATF4","CIC",0.1131989
"RELA","IQGAP1",0.11296993
"RELA","CNOT2",0.11295831
"STAT1","HIF1A",0.112895936
"RELA","RFX7",0.112826735
"SUMO2","MDM2",0.11278729
"STAT1","RPL9",0.11275348
"STAT3","CTSZ",0.1125895
"RELA","UBE2K",0.11249295
"SUMO2","NCK1",0.11246246
"ATF4","PSMB8",0.11211482
"IRF1","SLAMF9",0.112074554
"SUMO2","TCF12",0.11200708
"ATF4","PSMC5",0.11199411
"CTCF","RILPL2",0.11191551
"BATF3","EWSR1",0.11174905
"ATF4","ATP6V1B2",0.11174474
"STAT1","RUVBL2",0.111640304
"ATF4","DPY30",0.111577846
"ATF4","ATOX1",0.11142618
"BATF3","SHISA5",0.11114821
"IRF4","POLR2G",0.11114444
"STAT1","HK2",0.11103253
"BATF3","IER3",0.11102898
"SUMO2","SAT1",0.11100968
"SUMO2","DNMT3A",0.11100138
"SUMO2","EIF5B",0.11084141
"STAT1","TRP53",0.11082352
"STAT1","MGST1",0.11076946
"SUMO2","PRELID1",0.11064061
"STAT1","ACOT7",0.11063972
"BATF3","NFKBIZ",0.11042774
"BATF3","SEPT11",0.11030232
"IRF1","BCAP31",0.11024618
"ATF4","MT1",0.11023594
"STAT1","NAP1L4",0.11017036
"BATF3","LYZ2",0.11009442
"CTCF","VPS28",0.11006852
"SUMO2","RAB32",0.11003618
"IRF4","TREX1",0.10998029
"STAT3","PLK2",0.109948285
"RELA","PSMA1",0.10992015
"CTCF","ARPC5",0.10977086
"IRF1","PCBP2",0.10970737
"CTCF","DYNLT1B",0.10952329
"IRF1","ALAS1",0.10942998
"STAT3","RAB32",0.10934714
"ATF4","RPS10",0.10928667
"BATF3","PRDX6",0.109252304
"ATF4","MRPL30",0.10919832
"IRF4","BHLHE40",0.1091277
"SUMO2","AURKAIP1",0.10902886
"IRF1","PLIN2",0.10899019
"ATF4","RBBP7",0.10892502
"SUMO2","PRDX1",0.10886544
"CTCF","SKIL",0.1088369
"CTCF","NFKBIZ",0.10869901
"IRF1","JUN",0.10869007
"IRF4","DENR",0.10849745
"STAT1","XBP1",0.10843595
"CTCF","BCL2A1B",0.10817798
"BATF3","CCT3",0.10817753
"RELA","RAP1B",0.10814256
"STAT3","BZW1",0.108115554
"SUMO2","MRPL20",0.10811299
"CTCF","GABARAPL2",0.108045235
"ATF4","UBTF",0.10794673
"SUMO2","AI413582",0.10786154
"STAT1","TREX1",0.10782104
"ATF4","CD84",0.10780898
"BATF3","TRF",0.10779659
"SUMO2","SIRT7",0.10752034
"STAT1","UQCRFS1",0.10749284
"CTCF","RPS27",0.107485995
"SUMO2","ATP6V1D",0.10746723
"STAT3","TCERG1",0.10745355
"IRF1","COMMD4",0.107333876
"CTCF","COX7A2L",0.107280806
"STAT1","TNFAIP3",0.106982216
"ATF4","RPL27",0.106920384
"STAT1","RGS1",0.1069184
"STAT1","TPD52",0.10691589
"STAT3","RPL3",0.10689305
"BATF3","RNH1",0.10688277
"STAT3","MPEG1",0.10681706
"BATF3","IL2RG",0.10656563
"RELA","TUBA1B",0.106519185
"IRF1","CD14",0.10646524
"SUMO2","M6PR",0.1064562
"RELA","IFITM2",0.106270485
"SUMO2","LEPROT",0.106163636
"BATF3","CFLAR",0.106075086
"BATF3","GOLT1B",0.1059376
"STAT3","CFP",0.10580201
"ATF4","GSTM1",0.10578325
"SUMO2","ANXA5",0.10569144
"RELA","SPP1",0.10565564
"BATF3","EEF1A1",0.10556207
"BATF3","IRF4",0.10532583
"STAT3","H2-K1",0.10528119
"RELA","NRAS",0.105230935
"IRF1","CTNNB1",0.10519971
"STAT3","PPIA",0.10509769
"STAT1","SEPT2",0.10492835
"RELA","EIF1",0.10491675
"IRF1","RPL3",0.104746245
"CTCF","MAFF",0.10460648
"IRF1","MAFF",0.10453853
"SUMO2","TOMM22",0.10453036
"STAT1","BUD31",0.10439954
"IRF1","IQGAP1",0.104399234
"SUMO2","FIS1",0.104242414
"STAT3","SLC7A11",0.1041686
"SUMO2","COX7A2L",0.1040952
"IRF4","IRF1",0.10408265
"CTCF","PDCD5",0.1040539
"IRF1","TUBB6",0.103751436
"CTCF","NDUFA7",0.10374667
"IRF4","CHMP2A",0.10360047
"BATF3","CREB3",0.103485435
"CTCF","CXCL16",0.10341501
"IRF1","TOMM5",0.103413105
"IRF1","ATP6V1B2",0.10341072
"STAT3","LSP1",0.10338939
"STAT1","RPL10A",0.10329788
"STAT1","CCRL2",0.103072055
"STAT1","PRPF40A",0.102941066
"IRF4","NAMPT",0.102889515
"CTCF","MRFAP1",0.10284604
"BATF3","TAF7",0.10281656
"SUMO2","KRTCAP2",0.102615446
"SUMO2","P4HB",0.10260934
"RELA","DPYSL2",0.102514595
"STAT3","SLC15A3",0.10239575
"BATF3","IRF1",0.10237094
"STAT3","CD68",0.10219038
"RELA","PDCD10",0.102091834
"ATF4","PCBP2",0.10208349
"STAT1","ANXA3",0.10208235
"SUMO2","DAB2",0.102081716
"STAT1","SH3BGRL3",0.10202764
"IRF1","ATP6V0E",0.10202109
"RELA","CHMP2A",0.10200947
"RELA","GABARAPL2",0.10198281
"STAT3","MRPL14",0.10190398
"STAT1","PSAP",0.10180837
"MAFF","CFP",0.10175869
"STAT1","TCIRG1",0.10174405
"CTCF","SDCBP",0.10172951
"SUMO2","DDX5",0.10160457
"BATF3","TRAPPC4",0.10151494
"SUMO2","SLC35B1",0.10151431
"SUMO2","AKT1",0.10126158
"STAT3","HAX1",0.10125085
"BATF3","EIF1",0.101230636
"RELA","ANXA3",0.10114068
"IRF4","PRDX2",0.101133324
"BATF3","RPL24",0.10081844
"STAT3","GRCC10",0.100741714
"STAT3","CTSC",0.10070083
"SUMO2","NDUFA12",0.100581944
"CTCF","LAMP1",0.10053244
"SUMO2","NDUFAB1",0.10039971
"STAT1","CTSL",0.100394174
"RELA","NCF4",0.10035133
"STAT3","ATP5B",0.10011807
"RELA","JUNB",0.100086436
"STAT1","PLD3",0.100056216
"STAT3","TLR2",0.1000065
"NFKB1","NAAA",0.09993086
"RELA","CISH",0.099910356
"ATF4","SEC61B",0.09986134
"STAT1","ATP5L",0.09983373
"BATF3","SRSF9",0.09931431
"IRF1","PPIB",0.09905242
"IRF1","TFDP1",0.09893806
"CTCF","POLD4",0.098873004
"IRF4","BZW1",0.098841436
"STAT3","RHOA",0.098823614
"BATF3","GLIPR1",0.09877611
"SUMO2","NDUFB7",0.09873119
"STAT3","CTSS",0.09869897
"BATF3","LMO4",0.09864941
"CTCF","H2AFV",0.09855825
"CTCF","RAN",0.09849493
"STAT3","CSDE1",0.09838818
"BATF3","H2AFV",0.09830298
"RELA","PSMB3",0.09829434
"BATF3","TAPBP",0.098275214
"STAT3","SERPINB6A",0.09798115
"IRF4","TPT1",0.097928226
"BATF3","TCF25",0.09769717
"SUMO2","DYNLT1B",0.09758143
"STAT3","GBP6",0.09746281
"IRF1","TCERG1",0.09741697
"SUMO2","RAP1B",0.09738645
"IRF1","PILRA",0.097335376
"IRF1","LYZ2",0.09717081
"STAT3","IL2RG",0.09714034
"STAT1","JUNB",0.097061366
"IRF4","POMP",0.09703277
"CTCF","UBB",0.097029135
"BATF3","ZFP36L1",0.09699558
"STAT1","PGK1",0.096807495
"STAT1","MAFF",0.096738786
"ATF4","GTF2A2",0.09672883
"BATF3","TUBA1C",0.096720494
"SUMO2","ATP5D",0.096697554
"STAT1","TIMM8B",0.09658835
"CTCF","EIF3K",0.09640697
"BATF3","UQCRQ",0.09640443
"IRF1","RBM7",0.09636031
"STAT1","TLR4",0.09623441
"IRF1","PCNP",0.09620713
"ATF4","CETN3",0.096171476
"BATF3","RBM7",0.09614806
"CTCF","HEXA",0.09611732
"CTCF","NR3C1",0.09606377
"SUMO2","TRAPPC4",0.09599598
"IRF1","POLD4",0.09598656
"STAT1","SIRPA",0.09595835
"ATF4","BATF3",0.09594156
"IRF4","UQCRH",0.09591181
"SUMO2","PARL",0.09579564
"BATF3","H3F3B",0.095763534
"CTCF","MRPS18C",0.095758
"ATF4","CTSZ",0.095754385
"STAT3","CETN3",0.09571727
"CTCF","RGS1",0.09570836
"RELA","FOS",0.095681354
"STAT3","ACTR2",0.09544668
"IRF1","TNF",0.0954465
"BATF3","PRDX5",0.09541352
"CTCF","MT2",0.09535625
"CTCF","RAP1B",0.09533338
"BATF3","ACOT7",0.095320426
"CTCF","H3F3A",0.095292166
"BATF3","CHD7",0.095251106
"STAT3","RPS7",0.09524013
"SUMO2","PCBD2",0.09520487
"STAT3","RPS8",0.09519794
"SUMO2","MRPL23",0.09510858
"RELA","EIF4A1",0.0950021
"SUMO2","MAPK14",0.094951555
"IRF4","TMEM147",0.0949141
"IRF1","IL2RG",0.09489972
"RELA","PRDX2",0.09488705
"STAT3","CLEC4E",0.09479229
"STAT1","MRPL52",0.094776824
